Metacritic,Recomendaciones,Propietarios,Jugadores,Precio
58,0,0,0,9.99
0,0,4304,3946,16.99
0,0,1070,1070,4.99
0,0,4484,3408,5.99
0,351,20446,17756,14.99
0,117,96131,59185,0.99
0,0,2690,1338,2.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,31386,14527,0.89
0,0,24571,12375,4.99
0,0,20267,11658,2.99
51,0,16321,10761,9.99
0,104,7533,5380,0.99
0,0,6277,3587,19.99
0,0,21881,15245,4.99
0,0,1435,717,5.99
0,0,4125,1973,1.99
0,0,3408,1793,9.99
0,203,13451,12375,14.99
0,7445,859981,733360,0.0
49,0,4484,803,9.99
0,500,36408,32462,19.99
0,0,4484,2511,11.99
0,0,0,0,9.99
0,321,132360,71022,6.99
0,0,533,533,0.0
0,0,1793,1076,9.99
0,0,1793,1067,2.99
0,0,0,0,4.99
0,0,2134,1600,6.99
0,0,3408,3049,7.99
0,0,8788,4304,4.99
0,241,47169,17218,16.99
0,279,18114,17038,49.99
0,0,9506,1338,4.99
0,0,1255,803,49.99
0,0,10044,6098,4.99
76,0,81604,15245,14.99
0,893,52549,38919,4.99
71,0,4484,1973,9.99
0,0,2155,1616,2.99
0,0,10044,8250,12.99
0,0,1973,1793,5.35
0,0,5380,3408,4.99
0,0,0,0,12.99
68,0,5739,3228,14.99
0,0,0,0,5.99
0,0,0,0,9.99
0,0,0,0,0.0
0,0,1255,897,9.99
0,179,10940,6457,4.99
0,0,14527,13093,0.0
71,432,37663,31027,9.99
0,0,2870,2332,11.99
0,224,10223,9147,14.99
0,3195,1219218,670767,0.0
0,106,15603,12196,19.99
0,0,10582,6098,9.99
0,0,0,0,1.49
46,136,3946,3049,24.99
0,247,18114,15245,24.99
0,0,11837,7174,2.99
0,220,74968,55060,6.99
0,0,1793,1435,12.99
0,0,0,0,0.0
0,0,22060,2511,7.99
0,236,3946,3766,14.99
0,0,20267,8609,4.99
0,194,8071,6098,9.99
0,0,0,0,39.99
0,273,28875,19011,4.99
0,0,0,0,0.0
0,0,3228,1076,4.99
0,0,1793,897,4.99
0,0,0,0,4.99
0,184,5380,5022,7.99
0,183,6098,6098,9.99
0,0,4125,1614,4.99
67,135,2870,1973,14.99
0,0,2870,1067,4.99
0,0,8967,897,6.99
0,0,6815,1076,6.99
0,0,9685,1081,6.99
0,0,8250,897,6.99
0,456,26185,24033,19.99
0,0,6098,811,5.99
0,0,5739,2683,14.99
0,803,345248,209301,2.99
0,204,3408,2690,9.99
0,0,8071,4842,2.99
0,1408,84832,65283,9.99
0,0,1435,1077,0.0
0,0,5380,1088,8.99
74,165,8609,7533,14.99
0,0,11478,4663,1.99
0,0,0,0,0.0
0,0,50218,8967,0.0
0,151,9864,8429,9.99
0,382,28158,18473,1.99
0,0,0,0,14.99
0,0,1973,0,6.99
0,232,119985,52908,0.99
0,0,0,0,0.0
0,0,12375,8250,9.99
0,0,3766,1633,1.99
0,268,26006,24750,14.99
0,0,9326,1081,4.99
0,0,6098,538,2.99
0,0,10223,5919,1.99
0,0,1435,1435,5.99
0,0,1255,717,4.99
0,0,6636,897,3.99
0,193,83756,26185,9.99
0,0,0,0,4.99
0,0,0,0,7.99
0,370,121240,79811,1.99
0,111,5739,4484,5.99
0,2177,127518,90572,14.99
0,137,27979,17576,2.99
0,105,18652,12016,9.99
0,0,18294,7891,9.99
0,213,15245,13810,14.99
0,0,23495,14348,0.19
0,257,7353,5560,3.99
0,0,314579,266513,0.0
0,0,15783,10582,2.99
0,362,65283,12196,0.0
0,0,10761,6815,1.99
0,203,21163,13810,3.99
0,0,0,0,9.99
0,0,2690,1973,4.99
0,0,1076,808,1.99
0,1239,34435,32821,24.99
0,0,1255,1070,0.99
0,0,17218,5739,9.99
0,0,12913,6457,9.99
80,126,13989,9864,9.99
0,0,24930,15424,4.99
0,0,25826,7533,6.99
0,0,7712,1073,5.99
0,0,5380,0,3.99
0,0,5201,540,4.99
0,158,4663,4125,15.99
0,0,1614,1076,2.99
0,0,0,0,6.99
0,270,83398,40712,0.0
0,184,71919,22239,0.0
0,800,123931,48066,0.0
0,185,105099,42685,1.99
0,180,10582,9506,4.99
0,0,0,0,4.99
0,0,1255,897,5.99
0,0,5560,3587,5.99
0,162,88599,59723,1.99
0,0,3408,1793,4.99
0,0,533,533,16.49
0,0,16500,9326,9.99
0,0,1793,1255,4.99
0,0,897,544,4.99
0,141,8429,6098,0.99
0,0,0,0,0.0
0,152,78914,27979,2.99
0,0,16141,12913,0.0
0,0,0,0,0.0
0,0,0,0,14.99
0,0,12016,6277,1.99
0,0,897,540,4.99
0,0,897,897,9.99
0,0,3049,1973,9.99
0,0,0,0,2.99
0,0,11120,7353,1.99
0,0,1255,0,4.99
0,124,26544,14707,2.99
0,0,3049,544,7.99
0,0,897,0,5.99
41,0,6815,4125,9.99
0,0,1614,1616,6.99
0,0,0,0,9.09
0,0,3766,537,14.99
0,0,3587,540,9.99
0,0,3228,808,9.99
0,0,21343,1793,0.0
0,0,1793,1255,9.99
76,0,1076,717,4.99
0,0,1793,1338,6.69
0,0,1793,1076,14.99
0,106,3766,2332,6.99
0,409,16859,11299,18.99
0,0,0,0,19.99
0,0,0,0,12.99
0,129,5201,3408,39.99
0,0,5739,2870,39.99
0,5378,434385,379862,19.99
75,0,717,538,9.99
52,0,1255,717,11.99
0,0,0,0,24.99
0,0,1255,2134,26.99
0,0,539,539,0.0
0,0,1614,1077,2.99
0,0,0,0,6.99
0,0,717,539,5.99
0,0,1793,1255,7.99
0,0,8788,7712,19.99
0,0,7353,538,1.49
0,0,17576,9864,5.99
0,0,0,0,2.99
0,208,7533,7174,9.99
0,0,2511,1793,14.99
0,1860,118909,90572,0.99
0,0,538,0,4.99
0,155,8429,6277,14.99
0,145,13810,6815,8.99
0,0,13272,11120,19.99
0,0,107072,44299,0.0
0,0,2332,1973,4.99
0,0,0,0,9.99
0,0,1067,533,3.99
0,0,897,1081,4.99
0,0,1614,717,2.99
0,0,2332,1255,6.99
0,366,140072,83218,0.99
0,0,1255,544,4.99
0,0,0,0,0.0
0,0,3049,2152,9.99
0,0,897,897,2.99
0,162,8788,6636,0.99
0,0,0,0,2.99
0,507,144376,81604,1.99
0,0,79990,20625,0.0
0,0,0,0,0.0
0,0,5560,1614,6.99
0,0,10582,5560,1.99
0,0,0,0,7.99
0,3834,296465,252883,0.89
0,0,533,533,0.0
0,3387,239252,234051,9.99
0,1160,118191,106175,1.99
0,0,2152,1973,0.0
0,0,5380,3049,0.99
0,0,0,0,5.99
54,0,6995,4484,3.99
0,0,4663,1435,0.79
0,0,2870,1070,5.99
0,0,1973,533,8.99
0,0,3408,1076,9.99
0,0,1076,0,4.99
0,2946,89316,43582,0.0
0,0,4484,2690,9.99
0,0,0,0,4.99
0,0,3049,717,1.99
0,0,2332,533,2.99
65,339,24571,20984,1.99
0,115,98642,80349,44.99
0,0,0,0,8.99
0,0,0,0,9.99
0,0,1338,537,4.99
0,124,7174,3408,6.39
0,0,1973,1347,11.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,1973,0,0.0
0,0,0,0,5.99
0,0,0,0,4.99
76,751,27979,23674,14.99
0,0,897,717,6.99
0,0,5560,1600,4.99
0,0,3049,1793,9.99
0,0,0,0,9.99
54,0,1616,544,6.99
0,0,2152,1255,14.99
0,0,3408,1793,5.99
0,0,2690,1605,6.99
0,735,245350,118371,0.0
0,106,9147,7353,4.99
0,0,0,0,0.0
0,0,24930,13989,14.99
0,653,50218,45734,39.99
0,0,10402,4842,9.99
0,0,6277,4484,1.99
0,0,2332,803,4.99
0,0,3408,2152,1.99
0,108,5022,4484,9.99
0,0,9147,6277,0.0
0,0,3049,533,11.99
0,169,9864,5022,1.99
0,353,13093,12016,19.99
0,433,123213,69767,0.0
0,0,538,537,1.99
0,0,5022,1610,3.99
0,0,20625,1614,19.99
0,0,5201,2870,19.99
0,0,717,537,5.99
0,0,897,1073,5.99
0,0,1255,897,19.99
0,0,3049,1973,3.99
0,579,79273,29413,0.0
0,0,808,0,1.99
0,0,6636,3946,2.99
0,12947,565848,535359,14.99
0,0,0,0,14.99
0,0,0,0,9.99
0,0,0,0,0.0
0,0,21343,8967,9.99
0,0,717,808,4.99
0,0,4125,2690,6.99
0,0,0,0,0.0
0,0,3946,544,4.99
0,0,0,0,3.99
0,0,8429,3587,1.99
0,0,4125,2690,4.99
0,0,7891,4484,1.49
0,0,60620,38919,0.99
0,0,70484,5380,1.99
0,293,99360,70664,0.99
0,3358,617142,488190,0.0
0,238,40712,24930,1.99
0,0,1076,1070,1.99
0,0,0,0,0.0
0,0,3408,1076,34.99
0,0,0,0,4.99
0,268,146529,64207,0.99
0,0,0,0,2.99
0,531,116039,68332,6.99
0,0,1077,1077,9.99
0,0,0,0,9.99
0,0,0,0,0.0
0,0,2152,1614,7.99
0,0,538,0,8.99
0,0,4484,3228,0.0
0,0,0,0,9.99
0,0,0,0,0.0
0,121,28875,15424,1.99
0,741,79631,55060,49.99
0,0,1338,1073,9.99
0,836,94876,87343,27.99
0,0,0,0,9.99
0,0,0,0,4.99
0,0,1070,0,19.99
74,501,32642,26006,14.99
0,102,79452,50039,1.99
0,0,15065,4304,2.99
0,0,0,0,0.0
0,0,1435,1076,9.74
0,0,1435,1070,7.99
0,0,0,0,5.99
0,0,535,533,9.99
0,164,37843,24392,0.99
0,0,9685,6815,0.89
0,0,4663,1338,12.99
0,0,3228,2152,1.99
0,0,2152,1255,8.99
0,0,0,0,0.0
0,0,10761,6636,5.99
0,0,4304,808,9.99
0,0,1793,897,0.0
0,0,3228,539,5.99
0,0,13451,7891,9.99
0,0,5022,3766,7.99
0,342,39636,34435,19.99
0,0,1338,1610,4.99
0,0,1070,533,8.99
0,0,15783,9326,0.49
0,256,144914,93441,0.0
0,0,6815,3946,5.99
0,291,106892,76044,0.53
0,0,533,533,4.99
0,0,2332,811,2.99
0,0,1605,2147,14.99
0,0,1605,1070,8.99
0,0,4304,1076,9.99
78,203,6457,5022,9.99
0,0,0,0,0.0
0,0,19190,3049,4.99
0,0,535,535,4.99
0,0,2690,1793,9.99
0,0,1076,811,19.99
0,0,2870,1076,4.99
0,0,0,0,0.0
0,0,0,0,7.99
0,0,3228,3734,2.99
63,0,5739,3946,14.99
0,926,79452,44837,9.99
0,0,0,0,0.99
0,4409,1504922,814606,0.0
0,0,3946,0,6.99
0,263,88419,20087,8.99
0,0,44837,5201,0.0
0,0,2332,808,7.99
0,0,0,0,9.99
73,0,0,0,9.99
0,0,535,533,0.0
0,0,0,0,4.99
0,0,0,0,0.0
0,0,3049,533,9.99
0,353,286959,52908,7.49
0,0,0,0,14.99
0,0,4842,2332,12.99
0,0,3228,1793,0.0
0,0,1793,897,34.99
0,113,16500,9506,4.99
0,0,2152,1614,14.99
0,0,10402,5919,3.99
0,0,10582,1081,3.99
41,0,3228,1793,6.99
0,0,0,0,0.0
0,0,2152,1255,1.99
70,0,1347,539,9.99
0,0,717,1067,0.99
0,0,0,0,0.0
0,0,3766,3228,19.99
0,1430,149398,137561,14.99
0,0,538,540,1.99
0,0,533,533,0.0
0,255,229747,21163,0.99
0,0,3408,2690,8.99
0,141,8609,7353,34.99
0,0,11837,1793,9.99
0,0,533,0,7.99
0,0,2152,533,2.99
0,181,58109,20984,4.99
0,0,533,0,11.99
0,140,41968,32462,1.99
0,0,2690,1435,4.99
0,0,4125,544,0.0
0,0,2690,540,0.99
0,0,1973,1891,4.99
0,0,6815,3408,3.99
0,0,10402,1616,3.99
0,0,4484,540,5.99
0,0,10582,6995,3.99
0,0,31566,19908,1.99
0,0,1435,1076,7.99
0,0,897,717,8.99
0,0,2690,1614,9.99
0,0,3049,1793,7.99
0,0,1614,1614,12.99
0,0,1076,897,17.99
0,0,1070,1070,7.99
0,124,11299,7891,5.99
0,0,535,0,2.99
0,0,5739,2870,4.99
0,0,35870,19908,0.49
0,128,8967,4842,3.99
0,0,1793,1076,4.99
0,0,10761,3408,2.99
0,0,0,0,9.99
0,0,0,0,4.99
0,0,9147,3228,9.99
0,124,13810,13810,5.99
0,0,6277,1621,3.19
0,0,7174,2870,2.99
0,0,717,537,8.99
0,0,539,544,0.0
0,0,2332,1793,4.99
0,0,9147,539,1.99
0,0,4304,3946,14.99
0,0,11299,539,6.99
0,0,1435,1435,12.99
0,0,4304,533,1.99
0,0,0,0,0.0
0,1100,52908,49680,12.99
0,0,3408,2152,29.99
0,0,2690,1067,2.99
0,0,808,808,8.99
0,121,5560,4663,14.99
0,0,1614,1076,9.99
0,0,2870,2332,3.99
0,0,2152,1614,4.99
0,291,11299,10223,39.99
0,0,7533,1255,4.99
0,185,43582,33180,19.99
0,0,78914,50039,1.99
0,0,0,0,0.0
0,0,90213,43761,0.0
0,0,16141,2511,2.99
0,0,808,1067,0.0
0,0,0,0,0.0
0,0,2870,1435,12.99
0,151,75147,11658,0.0
0,0,0,0,3.99
0,0,808,544,4.99
0,0,3408,1614,4.99
0,0,2870,2152,15.99
0,0,1614,897,15.99
0,0,1435,1338,17.99
0,0,3587,2690,15.99
57,1212,42685,36587,24.99
0,1051,45913,38919,14.99
0,0,0,0,6.99
0,191,52011,19011,0.0
0,0,2332,1255,9.99
0,0,1973,811,9.99
0,1207,75865,72457,19.99
0,355,166795,104202,2.99
0,0,2511,811,0.49
0,208,157110,104740,3.99
0,0,37305,23136,4.99
0,238,108686,14886,6.99
0,0,24033,14169,4.99
0,0,0,0,0.0
0,0,6636,2870,1.99
0,133,29593,15783,4.99
0,128,6277,2690,4.99
0,0,5022,1076,0.99
0,0,0,0,4.99
0,231,81604,49680,0.99
0,0,4484,2332,2.99
0,0,2511,1255,4.19
0,178,12554,10223,0.99
0,0,0,0,5.99
0,0,2152,897,5.99
0,0,10582,1070,0.99
0,142,15603,15065,6.99
0,104,31924,15424,4.99
0,0,23315,9864,4.99
0,0,0,0,0.0
0,0,0,0,0.99
0,0,2870,2511,4.99
0,144,18832,13272,3.99
50,598,10761,9506,5.99
0,0,717,539,6.99
0,108,32462,22777,1.99
0,0,8967,5201,4.99
81,599,71202,62414,16.99
0,0,6636,4125,4.99
0,0,2511,540,3.99
0,0,57571,12913,0.0
0,0,2870,2511,2.99
0,0,20267,6995,1.99
0,0,9147,3587,3.49
0,0,0,0,19.99
0,0,46810,9685,0.0
0,0,1338,803,9.99
0,0,3228,1255,2.99
0,0,20984,11120,3.99
0,0,6995,4484,2.99
0,0,0,0,5.99
0,0,2690,1088,3.99
0,0,4484,1610,7.99
0,0,13451,7533,0.99
0,0,72278,15603,0.0
0,0,3049,1891,0.99
0,0,1616,1616,0.99
0,0,0,0,0.0
0,0,1600,1067,3.99
0,0,0,0,9.99
0,0,64745,33000,0.99
0,0,9506,3049,2.99
0,592,181143,117115,0.99
0,0,3228,537,3.99
0,0,1435,1067,9.99
0,0,6636,535,6.99
0,0,23315,13093,7.99
0,0,2152,1070,6.99
0,126,26185,16500,4.99
0,217,64566,27261,0.0
0,0,1614,717,9.99
0,166,13272,7174,0.99
0,0,717,811,3.99
0,0,4663,537,8.99
0,1582,95593,68870,0.99
0,0,1973,1435,2.99
0,0,2690,1793,5.99
0,1279,45555,43044,59.99
0,0,1614,1070,0.99
0,309,12016,7712,34.99
0,0,5919,803,2.99
0,189,9147,8967,19.99
0,0,12734,7891,4.99
0,0,3766,2152,12.99
0,0,3228,717,1.19
0,0,3228,1255,1.19
0,0,22598,15783,5.99
0,373,68512,22777,0.0
0,0,0,0,0.0
0,0,1076,897,0.0
0,0,8250,6995,11.99
0,357,31027,30131,19.99
0,0,3408,897,1.19
0,0,533,0,5.99
0,0,20805,1973,4.99
0,0,3587,3228,19.99
0,0,1255,1081,10.99
0,0,3766,0,9.99
0,0,0,0,6.99
0,0,3228,2332,14.99
0,447,59903,57571,9.99
72,0,2690,1793,9.99
0,0,3587,2332,7.99
0,0,0,0,19.99
0,0,8609,5919,3.99
0,0,7353,4663,7.99
0,0,0,0,0.0
0,0,28337,15783,2.99
0,400,21701,20805,19.99
0,146,6457,4125,2.99
0,0,6277,897,4.99
0,131,9506,7891,4.99
0,0,7891,4663,4.99
0,0,0,0,7.99
0,0,0,0,9.99
0,0,717,544,9.99
68,113,8250,5919,39.99
0,0,1077,808,9.99
0,279,131284,70843,0.0
0,221,14169,12734,29.99
0,0,808,539,0.0
0,0,6995,1067,4.99
0,134,154061,64028,0.0
0,0,0,0,1.99
0,0,1076,1347,0.0
0,0,3049,2152,9.99
0,0,0,0,9.99
0,0,21343,11299,5.99
0,0,5560,3587,5.99
0,0,2511,2511,4.99
0,0,0,0,0.0
0,0,0,0,12.99
0,0,0,0,7.99
0,0,1793,1614,12.99
0,0,808,808,3.99
0,0,2152,1070,4.99
0,0,0,0,7.99
0,0,2690,1973,12.99
0,0,535,535,2.99
0,0,0,0,4.99
0,0,1255,1255,4.99
0,0,0,0,0.0
0,0,2332,1338,2.99
0,0,48066,34614,0.99
0,0,4125,2690,4.99
0,0,0,0,0.0
0,0,3587,1435,9.99
0,362,111555,59006,0.0
0,0,0,0,0.0
0,0,4842,1067,5.99
0,0,0,0,0.0
0,121,19190,12554,2.99
0,118,12913,7353,3.99
0,0,1255,533,1.99
0,520,14169,12375,0.99
0,0,8609,1435,3.99
0,0,1067,533,12.99
0,0,10402,5739,2.99
0,0,82142,39098,0.99
0,0,8250,5739,4.99
0,0,897,803,2.99
0,0,5380,4842,14.99
0,0,0,0,2.99
0,0,0,0,0.0
0,0,0,0,6.99
0,0,0,0,0.0
0,0,0,0,4.99
0,0,2332,1255,14.99
0,0,5919,1435,9.99
0,0,4663,2332,4.99
0,0,0,0,2.99
0,0,0,0,9.99
0,0,538,539,9.99
0,0,7891,3766,2.99
0,0,26902,16321,5.99
0,0,533,533,3.99
0,0,0,0,9.99
0,0,8788,5201,4.99
0,111,77658,46452,0.99
0,0,3049,1973,2.99
0,400,115142,56316,4.99
0,0,0,0,0.0
0,0,1070,533,0.0
0,0,6636,3946,4.99
0,0,0,0,5.99
0,0,0,0,12.99
0,0,11658,6815,3.99
0,0,4663,3587,0.0
0,125,8967,6457,4.99
0,204,89137,42506,0.0
0,0,3049,2332,2.99
0,0,2332,1873,1.99
0,0,803,533,4.99
0,0,2870,2870,2.99
0,0,0,0,9.99
0,323,45734,31566,9.99
0,0,1067,533,2.99
0,0,6815,1435,5.99
0,0,1973,1070,2.99
0,0,19908,808,9.99
0,0,533,533,3.99
0,0,1435,0,4.99
0,0,15245,7174,9.99
0,0,38201,5201,0.0
0,0,0,0,0.0
0,0,4304,1435,9.99
0,0,0,0,6.99
0,0,0,0,0.0
0,0,21881,12016,0.49
0,0,0,0,4.99
0,0,1076,1338,9.99
0,217,7174,6815,9.99
0,210,6995,6098,14.99
0,304,24930,22777,9.99
0,0,1614,1891,4.99
0,0,2870,1614,0.0
0,0,251627,142224,0.0
0,261,13093,9147,2.99
0,0,11478,6636,1.99
0,0,535,533,0.0
0,0,1973,1614,7.99
0,287,7712,6457,8.99
0,0,15245,11299,0.99
0,0,1255,717,0.0
0,0,0,0,6.99
0,0,0,0,9.99
0,0,3408,2511,3.99
0,0,75865,44658,3.99
0,270,23495,20984,9.69
0,0,0,0,4.99
0,149,138817,88957,0.99
0,139,149757,98284,3.99
0,457,43761,41609,14.99
0,0,539,533,9.99
63,389,12375,11299,14.99
0,0,538,535,7.99
0,0,0,0,4.99
0,0,2690,540,1.99
0,0,1793,897,4.99
0,0,2870,811,9.99
0,0,1973,1351,39.99
0,0,5022,2152,0.79
0,0,6636,1351,4.99
0,119,24212,11478,9.99
0,0,22419,9506,9.99
0,138,65104,27082,0.0
0,0,0,0,0.0
0,0,17576,7891,1.99
0,0,8071,4842,0.0
0,0,1070,1070,9.99
0,0,11120,6457,4.99
0,129,10940,6995,2.99
0,0,39816,6277,0.0
0,0,2511,1973,3.99
0,0,533,533,0.0
0,0,0,0,4.99
0,140,37125,5022,3.99
0,162,3228,2332,1.99
0,118,10044,6457,2.99
0,0,0,0,0.0
0,0,0,0,0.0
0,121,1614,1614,9.99
0,0,1076,1081,0.0
55,0,4125,3228,4.89
0,0,1614,1076,9.99
76,178,18114,11478,14.99
0,0,0,0,0.0
0,0,2155,1347,17.99
0,0,10402,7353,4.99
0,0,4842,2690,4.99
0,0,0,0,0.0
0,0,40354,22777,2.99
0,0,2690,1255,4.99
0,122,23315,13272,0.49
0,0,803,537,2.99
0,0,533,533,4.99
0,186,79452,56316,2.99
0,0,69588,20087,0.0
0,0,0,0,0.0
0,121,12554,8071,2.99
0,0,0,0,0.0
0,0,2332,1070,2.99
0,0,897,717,3.99
0,0,2152,0,0.0
0,0,2152,1435,9.99
0,0,0,0,14.99
0,0,2690,1435,4.99
0,0,3228,1973,2.99
0,0,1614,1255,14.99
0,101,3766,1973,4.99
0,2120,305253,217372,0.0
0,0,1435,717,9.99
0,0,1793,537,4.99
0,240,128235,64925,1.99
0,0,538,540,4.99
0,0,12196,6995,3.99
0,130,6457,5919,9.99
0,0,4842,2332,2.69
0,0,2511,1081,4.99
0,0,8071,4484,1.99
0,0,4842,2690,2.99
0,0,0,0,6.99
0,164,26544,13272,1.59
0,0,1614,538,6.99
0,0,0,0,0.0
0,0,5022,4663,14.99
0,269,46272,29055,0.0
0,0,3587,3049,9.99
0,0,0,0,0.0
0,0,1076,540,19.99
0,0,1614,1435,19.99
0,0,42506,7712,0.0
0,0,0,0,0.0
0,0,897,897,4.99
0,0,897,897,4.99
0,125,68332,52370,1.99
0,0,3766,2155,13.99
0,0,3408,1614,1.99
0,0,22060,14348,1.99
0,0,42685,18832,4.99
0,365,55778,19908,0.0
0,0,0,0,6.99
0,0,25468,16321,1.47
0,225,10582,6636,0.99
0,0,0,0,4.99
0,0,0,0,2.99
0,0,0,0,0.0
0,0,11478,8071,2.99
0,0,38381,28696,0.99
0,240,88061,52191,0.99
0,0,61158,39995,0.99
0,0,5380,3408,3.74
0,563,23853,20087,12.99
0,0,1616,1347,3.99
0,166,84474,37305,0.49
0,0,1076,897,19.99
0,0,0,0,0.0
0,0,808,0,7.99
0,0,0,0,0.0
0,0,31745,19370,4.99
0,122,22777,14169,2.99
0,0,2690,2690,0.0
0,0,1614,1255,5.99
0,0,2511,0,1.99
0,0,4842,3766,14.99
0,0,0,0,4.99
0,0,0,0,0.0
0,0,535,533,0.0
0,0,3408,1793,9.99
0,0,0,0,5.99
0,0,808,539,4.99
0,0,808,0,39.99
0,0,3587,1076,11.69
0,0,539,544,3.99
0,0,9864,5022,7.99
0,164,11299,7712,8.99
0,0,2870,1793,8.99
0,0,54702,18114,0.0
0,0,4842,1067,4.99
0,0,0,0,6.99
0,202,121061,71919,0.0
0,0,13451,7174,1.99
0,568,214861,111197,0.0
0,0,54881,19011,0.0
0,0,897,538,1.99
0,0,2332,2152,14.99
0,0,49321,12196,0.0
0,101,11837,7533,2.99
0,0,2690,539,5.99
0,0,7712,540,2.99
0,0,1614,1076,11.99
0,0,897,1067,11.99
0,0,2152,1435,4.99
0,0,14527,4484,9.99
0,0,897,539,9.99
0,0,4663,1076,0.99
0,0,533,533,0.0
0,0,19908,17038,0.0
0,0,3049,2511,23.99
0,0,2690,1616,6.99
0,0,0,0,0.0
0,0,1793,1076,14.99
0,0,3766,3408,0.0
0,0,9506,6457,4.99
0,0,6815,2152,9.99
59,0,1793,1255,14.99
0,0,6636,5919,19.99
0,0,4484,1614,9.99
0,0,533,533,12.99
0,0,0,0,12.99
0,0,533,533,12.99
0,0,0,0,12.99
0,0,16500,2152,6.99
0,0,0,0,11.99
0,0,538,538,10.99
0,0,535,535,10.99
0,0,0,0,12.99
0,0,539,539,12.99
0,0,897,897,12.99
0,0,533,533,12.99
0,0,0,0,12.99
0,0,2152,1973,12.99
0,0,1793,1070,2.99
0,0,1255,0,9.99
0,0,533,533,0.0
0,0,2332,1886,14.99
0,0,13810,7533,6.99
0,0,3228,2152,2.99
0,0,10223,4663,9.99
0,0,0,0,8.99
0,0,5560,3228,5.99
0,0,20984,12016,1.99
0,0,7174,5919,1.99
0,0,13272,1614,9.99
0,0,6457,540,7.99
0,110,49680,32104,0.99
0,0,17935,13093,4.99
0,0,2155,808,19.99
0,0,10761,9147,0.0
0,0,71381,40892,3.99
0,0,20984,11658,4.99
0,0,2140,803,4.99
0,0,7891,4842,4.99
0,0,1255,538,0.0
0,0,0,0,4.99
0,0,0,0,0.0
0,0,0,0,9.99
0,222,54881,14527,0.0
0,0,0,0,0.0
0,166,14348,10582,0.0
0,0,717,538,9.99
0,0,0,0,5.59
0,0,0,0,0.0
0,0,2152,1076,3.99
0,0,1077,808,14.99
0,0,1255,1076,14.99
0,296,18473,15603,11.99
0,0,32104,12196,7.99
0,1608,118191,115322,5.99
0,0,1076,1076,3.59
0,0,5201,537,9.99
0,0,0,0,19.99
0,0,0,0,4.99
0,0,538,544,9.99
0,0,535,535,14.99
0,0,6636,3587,7.99
0,151,24392,9147,0.99
0,555,58647,21881,0.0
0,894,201410,142404,0.0
0,0,1614,1077,7.99
0,0,0,0,0.0
0,0,1255,717,9.99
0,0,0,0,9.99
0,0,6636,5380,7.99
56,0,1614,1076,11.99
0,283,90751,50756,0.99
0,0,2690,1070,9.99
0,0,1793,1255,4.99
0,0,0,0,0.0
0,0,66718,24930,0.0
0,0,533,0,0.0
84,0,12734,10402,19.99
0,0,19549,7712,4.99
0,0,897,808,4.99
0,0,8250,5201,0.99
0,0,1973,897,9.99
0,0,0,0,14.99
0,0,4484,1088,1.99
0,0,0,0,0.0
0,0,0,0,0.0
0,0,1347,539,9.99
0,0,4663,2152,6.99
0,0,0,0,0.0
0,0,0,0,5.99
0,0,539,544,14.99
0,0,538,540,4.99
0,0,19011,1255,0.0
0,0,14527,10044,2.99
0,0,1614,1886,12.99
0,312,112632,45555,0.0
0,0,0,0,4.99
0,0,0,0,4.99
0,0,808,808,5.99
0,0,5919,2511,7.99
0,0,2690,533,3.99
0,0,7174,4842,3.99
0,0,5739,5022,4.99
0,315,4484,3587,9.99
0,0,70126,22419,0.99
0,0,4484,1793,4.99
0,0,4484,2511,1.99
0,0,897,1600,0.99
0,147,65821,31924,0.99
0,101,100794,67615,0.99
0,0,115680,74430,0.99
0,115,118729,77838,0.99
0,209,122854,78555,0.99
0,0,115142,72816,0.99
0,0,535,0,0.0
0,0,539,533,0.99
0,0,0,0,9.99
0,0,36946,2152,1.99
0,0,3587,1973,1.99
0,0,1255,535,1.99
0,126,10402,9685,9.99
0,0,0,0,4.99
0,0,0,0,0.0
0,0,7712,7533,9.99
0,140,69408,28696,0.0
0,0,55957,15424,0.0
0,0,4304,3587,0.0
65,0,0,0,4.99
0,0,1077,0,2.99
0,0,0,0,9.99
77,1154,178991,172355,2.99
0,0,535,535,4.99
0,0,4663,2690,0.99
0,0,0,0,0.0
0,0,533,533,11.99
0,0,18832,10582,4.99
62,0,88957,73713,0.0
0,0,3408,3408,0.0
0,0,6815,533,1.99
0,0,0,0,0.0
0,244,119985,56495,0.0
0,1826,1743816,324623,19.99
0,0,5739,3766,2.99
0,0,7353,4484,0.99
0,163,6457,3766,1.99
0,0,10582,3408,9.99
0,0,0,0,2.99
0,0,75865,67435,0.0
0,0,0,0,11.99
0,112,3587,3408,7.99
0,0,5919,2511,0.0
0,0,7712,1081,14.99
0,0,538,533,9.99
0,0,5739,5201,3.99
0,0,19728,2152,6.99
0,0,4304,2870,0.0
0,0,8609,7353,19.99
0,0,1255,808,4.99
0,0,8609,5919,2.99
0,0,3228,1973,6.99
0,0,5201,535,0.0
70,526,45734,41968,14.99
0,0,538,540,14.99
0,0,45196,12196,0.0
0,249,26185,24571,3.99
0,0,0,0,0.0
0,0,1793,1070,4.99
0,0,0,0,1.99
0,0,23853,16859,1.99
0,0,1793,1255,9.99
0,0,2152,1614,9.99
